index,file,start,end,token
0,0,0,12100,<silence>
1,0,12100,12710,$breathing
2,0,12710,13063,か
3,0,13063,13280,<silence>
4,0,13280,13506,た
5,0,13506,13510,<silence>
6,0,13510,13630,ん
7,0,13630,13810,す
8,0,13810,13837,<silence>
9,0,13837,14180,ぎ
10,0,14180,14400,<silence>
11,0,14400,14785,た
12,0,14785,14790,<silence>
13,0,14790,14930,の
14,0,14930,14960,<silence>
15,0,14960,15360,か
16,0,15360,15532,な
17,0,15530,15660,び
18,0,15660,15845,ん
19,0,15845,15912,<silence>
20,0,15912,16320,が
21,0,16320,16435,る
22,0,16435,16440,<silence>
23,0,16440,16650,い
24,0,16650,16833,<silence>
25,0,16833,17150,わ
26,0,17150,17340,$breathing
27,0,17340,17730,せ
28,0,17730,17900,し
29,0,17900,17960,<silence>
30,0,17960,18340,だ
31,0,18335,18550,け
32,0,18550,18800,や
33,0,18800,19068,わ
34,0,19068,19070,<silence>
35,0,19070,19346,い
36,0,19346,19460,<silence>
37,0,19460,19795,か
38,0,19795,19840,<silence>
39,0,19840,20045,え
40,0,20045,20050,<silence>
41,0,20050,20170,ん
42,0,20170,20365,<silence>
43,0,20365,20570,め
44,0,20570,20770,い
45,0,20770,20830,<silence>
46,0,20830,20970,し
47,0,20970,21300,$breathing
48,0,21300,21520,$breathing
49,0,21520,21910,か
50,0,21905,22120,わ
51,0,22120,22354,い
52,0,22350,22470,ん
53,0,22470,22472,<silence>
54,0,22472,22839,わ
55,0,22839,22840,<silence>
56,0,22840,22998,え
57,0,22998,23000,<silence>
58,0,23000,23110,ん
59,0,23110,23410,$echo
60,0,23410,23634,え
61,0,23630,23770,ん
62,0,23770,23915,な
63,0,23915,23920,<silence>
64,0,23920,24340,み
65,0,24340,24568,の
66,0,24568,24570,<silence>
67,0,24570,24946,え
68,0,24946,24950,<silence>
69,0,24950,25069,ひ
70,0,25069,25070,<silence>
71,0,25070,25223,る
72,0,25220,25510,い
73,0,25506,25710,の
74,0,25708,25843,む
75,0,25840,26074,の
76,0,26070,26198,わ
77,0,26198,26200,<silence>
78,0,26200,26604,ちゅ
79,0,26600,26840,ど
80,0,26840,26948,く
81,0,26948,26950,<silence>
82,0,26950,27182,か
83,0,27180,27320,ん
84,0,27320,27577,じゃ
85,0,27577,27580,<silence>
86,0,27580,27710,ひ
87,0,27710,27851,ろ
88,0,27850,27986,い
89,0,27986,27990,<silence>
90,0,27990,28320,そ
91,0,28320,28435,ら
92,0,28435,28440,<silence>
93,0,28440,28710,な
94,0,28710,28820,の
95,0,28820,29059,に
96,0,29059,29060,<silence>
97,0,29060,29195,き
98,0,29195,29200,<silence>
99,0,29200,29610,みょ
100,0,29610,29612,<silence>
101,0,29612,29829,な
102,0,29829,29980,よ
103,0,29980,30192,か
104,0,30190,30350,ん
105,0,30350,30680,だ
106,0,30680,31053,そ
107,0,31050,31688,か
108,0,31688,31690,<silence>
109,0,31690,31820,ん
110,0,31820,32035,た
111,0,32035,32040,<silence>
112,0,32040,32201,ん
113,0,32200,32530,だ
114,0,32530,32560,<silence>
115,0,32560,32768,せ
116,0,32768,32770,<silence>
117,0,32770,32900,ん
118,0,32900,32940,<silence>
119,0,32940,33390,ちょ
120,0,33390,33600,を
121,0,33600,33743,き
122,0,33740,34080,め
123,0,34080,34084,<silence>
124,0,34084,34320,て
125,0,34320,34450,な
126,0,34448,34830,か
127,0,34830,35068,た
128,0,35068,35070,<silence>
129,0,35070,35210,ん
130,0,35210,35880,だ
131,0,35880,36350,そ
132,0,36350,36539,れ
133,0,36539,36540,<silence>
134,0,36540,36710,が
135,0,36710,36924,だ
136,0,36920,37060,ん
137,0,37060,37087,<silence>
138,0,37087,37253,け
139,0,37253,37353,つ
140,0,37353,37470,で
141,0,37470,37650,き
142,0,37650,37770,な
143,0,37770,37850,い
144,0,37850,37854,<silence>
145,0,37854,37970,よ
146,0,37970,38059,い
147,0,38059,38060,<silence>
148,0,38060,38210,ん
149,0,38210,38440,か
150,0,38437,38590,ん
151,0,38588,38689,た
152,0,38689,38789,ふ
153,0,38789,38856,く
154,0,38856,38920,め
155,0,38920,39030,せ
156,0,39030,39165,い
157,0,39165,39170,<silence>
158,0,39170,39260,ん
159,0,39256,39356,わ
160,0,39356,39360,<silence>
161,0,39360,39551,ご
162,0,39550,39650,に
163,0,39650,39720,ん
164,0,39720,39722,<silence>
165,0,39722,40002,だ
166,0,40002,40080,<silence>
167,0,40080,40244,こ
168,0,40240,40360,ほ
169,0,40356,40457,わ
170,0,40457,40660,こ
171,0,40660,40740,れ
172,0,40740,40810,で
173,0,40810,41050,ぜ
174,0,41050,41120,い
175,0,41118,41220,ん
176,0,41220,41453,か
177,0,41450,41685,さ
178,0,41685,41690,<silence>
179,0,41690,41790,ん
180,0,41790,41890,に
181,0,41890,41891,<silence>
182,0,41891,41960,ん
183,0,41960,42140,ふ
184,0,42140,42360,よ
185,0,42360,42530,で
186,0,42526,42664,い
187,0,42664,42710,<silence>
188,0,42710,43000,か
189,0,43000,43093,<silence>
190,0,43093,43180,ぶ
191,0,43180,43259,き
192,0,43259,43320,を
193,0,43320,43460,し
194,0,43460,43659,ま
195,0,43659,43840,え
196,0,43840,43918,か
197,0,43918,43920,<silence>
198,0,43920,44000,い
199,0,44000,44244,じょ
200,0,44240,44480,だ
201,0,44480,44594,<silence>
202,0,44594,44661,う
203,0,44661,44762,ば
204,0,44762,44862,い
205,0,44860,44990,あ
206,0,44989,45160,い
207,0,45160,45270,な
208,0,45270,45271,<silence>
209,0,45271,45330,ん
210,0,45330,45425,か
211,0,45425,45430,<silence>
212,0,45430,45520,い
213,0,45520,45728,じょ
214,0,45728,45984,だ
215,0,45984,46090,<silence>
216,0,46090,46170,た
217,0,46170,46376,す
218,0,46376,46380,<silence>
219,0,46380,46460,け
220,0,46460,46463,<silence>
221,0,46463,46662,つ
222,0,46662,46764,が
223,0,46764,46800,り
224,0,46800,47000,そ
225,0,47000,47220,さ
226,0,47220,47343,み
227,0,47340,47400,ん
228,0,47398,47497,な
229,0,47497,47564,じ
230,0,47560,47715,ぶ
231,0,47715,47720,<silence>
232,0,47720,47770,ん
233,0,47765,47865,に
234,0,47865,47965,い
235,0,47965,48031,れ
236,0,48031,48131,る
237,0,48131,48231,か
238,0,48230,48373,そ
239,0,48370,48470,う
240,0,48470,48880,か
241,0,48880,48966,<silence>
242,0,48966,49098,と
243,0,49098,49265,い
244,0,49265,49270,<silence>
245,0,49270,49490,う
246,0,49485,49700,わ
247,0,49700,49851,け
248,0,49850,50059,で
249,0,50059,50060,<silence>
250,0,50060,50269,さ
251,0,50269,50270,<silence>
252,0,50270,50470,い
253,0,50470,50616,れ
254,0,50616,50620,<silence>
255,0,50620,50730,ん
256,0,50730,50734,<silence>
257,0,50734,50868,す
258,0,50868,50990,き
259,0,50990,51134,み
260,0,51134,51335,し
261,0,51335,51340,<silence>
262,0,51340,51546,だ
263,0,51546,51550,<silence>
264,0,51550,51700,い
265,0,51700,51701,<silence>
266,0,51701,52069,だ
267,0,52069,52335,れ
268,0,52335,52402,に
269,0,52400,52484,し
270,0,52480,52700,た
271,0,52835,52840,<silence>
272,0,52840,53105,て
273,0,53105,53110,<silence>
274,0,53110,53251,き
275,0,53250,53390,に
276,0,53390,53570,し
277,0,53570,53760,な
278,0,53760,53764,<silence>
279,0,53764,53900,い
280,0,53900,54125,さ
281,0,54125,54130,<silence>
282,0,54130,54340,い
283,0,54340,54574,ご
284,0,54570,54740,の
285,0,54740,55082,こ
286,0,55080,55274,か
287,0,55270,55470,い
288,0,55470,55472,<silence>
289,0,55472,55680,だ
290,0,55680,55860,$breathing
291,0,55860,56000,か
292,0,56000,56140,ら
293,0,56140,56240,い
294,0,56240,56242,<silence>
295,0,56242,56470,き
296,0,56470,56585,さ
297,0,56585,56590,<silence>
298,0,56590,56810,き
299,0,56807,56906,わ
300,0,56906,56910,<silence>
301,0,56910,56983,え
302,0,56980,57210,ら
303,0,57210,57300,び
304,0,57300,57724,ほ
305,0,57720,57868,だ
306,0,57868,57870,<silence>
307,0,57870,58010,い
308,0,58010,58440,さ
309,0,58440,58442,<silence>
310,0,58442,58674,か
311,0,58674,58841,じ
312,0,58840,59065,を
313,0,59065,59070,<silence>
314,0,59070,59170,か
315,0,59170,59549,せ
316,0,59549,59550,<silence>
317,0,59550,59940,こ
318,0,59940,60202,た
319,0,60200,60370,い
320,0,60370,60780,だ
321,0,60780,71930,<silence>
322,0,71930,72102,ぷ
323,0,72100,72260,り
324,0,72256,72355,ず
325,0,72355,72360,<silence>
326,0,72360,72429,み
327,0,72429,72430,<silence>
328,0,72430,72520,す
329,0,72520,72654,た
330,0,72650,73124,さ
331,0,73120,73260,ん
332,0,73260,73480,い
333,0,73860,74040,す
334,0,74040,74224,あ
335,0,74224,74640,ど
336,0,74640,74992,し
337,0,74992,75525,て
338,0,75525,75530,<silence>
339,0,75530,75742,あ
340,0,75740,76200,ど
341,0,76200,76410,し
342,0,76410,77230,て
343,0,77230,77551,ら
344,0,77550,78002,べ
345,0,78000,78330,る
346,0,78330,78730,の
347,0,78728,79090,が
348,0,79090,79517,き
349,0,79517,79520,<silence>
350,0,79520,79820,$breathing
351,0,79820,80110,み
352,0,80110,80596,し
353,0,80596,80963,か
354,0,80963,81331,い
355,0,81331,81731,な
356,0,81731,82219,い
357,0,82219,82465,<silence>
358,0,82465,83233,ん
359,0,83233,83950,だ
360,0,83950,84150,お
361,0,84150,84334,ね
362,0,84330,84528,が
363,0,84528,84530,<silence>
364,0,84530,84660,い
365,0,87470,87600,す
366,0,87600,88262,み
367,0,88260,89560,<silence>
368,0,89560,89950,$breathing
369,0,89950,90160,お
370,0,90160,90340,ね
371,0,90340,90508,が
372,0,90508,90510,<silence>
373,0,90510,90680,い
374,0,93609,94440,み
375,0,94440,94800,$breathing
376,0,94798,95010,ほ
377,0,95010,95012,<silence>
378,0,95012,95540,ら
379,0,95540,95730,$breathing
380,0,95730,95950,は
381,0,95950,96140,や
382,0,96140,96320,く
383,0,96320,96680,きょ
384,0,96680,99550,じゅ
385,0,99549,100310,に
386,0,100310,101536,<silence>
387,0,101536,101950,$breathing
388,0,101950,101951,<silence>
389,0,101951,102152,お
390,0,102152,102330,ね
391,0,102330,102506,が
392,0,102506,102510,<silence>
393,0,102510,102680,い
394,0,105220,105660,$breathing
395,0,107757,107980,き
396,0,107980,108158,み
397,0,108158,108325,が
398,0,108325,108530,きょ
399,0,108525,108724,え
400,0,108720,108946,ら
401,0,108946,108950,<silence>
402,0,108950,109090,ん
403,0,109090,109093,<silence>
404,0,109093,109270,で
405,0,109270,109350,く
406,0,109350,109680,れ
407,0,109680,109857,な
408,0,109857,109860,<silence>
409,0,109860,110050,と
410,0,110050,110390,な
411,0,110390,110394,<silence>
412,0,110394,110593,も
413,0,110593,110760,で
414,0,110760,111150,き
415,0,111150,111398,な
416,0,111398,111400,<silence>
417,0,111400,111540,い
418,0,111540,111710,$breathing
419,0,111710,111931,か
420,0,111930,112100,ん
421,0,112100,112240,が
422,0,112240,112390,え
423,0,112390,112690,て
424,0,112690,112880,く
425,0,112880,113060,れ
426,0,113060,113256,な
427,0,113256,113260,<silence>
428,0,113260,113420,い
429,0,113420,113550,と
430,0,113550,113671,し
431,0,113670,113790,ん
432,0,113790,114016,ぱ
433,0,114016,114020,<silence>
434,0,114020,114160,い
435,0,114160,114670,に
436,0,114670,114970,か
437,0,114967,115060,ん
438,0,115060,115064,<silence>
439,0,115064,115280,じ
440,0,115280,115442,ちゃ
441,0,115440,115709,う
442,0,115709,115710,<silence>
443,0,115710,115820,ん
444,0,115820,116060,だ
445,0,116060,116400,こ
446,0,116400,116585,な
447,0,116585,116590,<silence>
448,0,116590,116750,と
449,0,116750,117167,こ
450,0,117167,117530,で
451,0,117530,117534,<silence>
452,0,117534,117700,ま
453,0,117700,117968,よ
454,0,118080,118370,て
455,0,118367,118602,と
456,0,118602,118835,し
457,0,118835,119036,ず
458,0,119036,119403,む
459,0,119403,119520,よ
460,0,119520,119650,し
461,0,119650,119654,<silence>
462,0,119654,119770,ん
463,0,119770,120008,か
464,0,120008,120010,<silence>
465,0,120010,120170,い
466,0,120170,120949,に
467,0,120949,124322,<silence>
468,0,124322,124580,$breathing
469,0,124580,124760,し
470,0,124760,124960,ず
471,0,124960,125376,む
472,0,125376,125380,<silence>
473,0,125380,125510,よ
474,0,125510,125654,し
475,0,125650,125780,ん
476,0,125780,126011,か
477,0,126010,126160,い
478,0,126160,126754,に
479,0,126750,130360,<silence>
480,0,130360,130608,$breathing
481,0,130608,130610,<silence>
482,0,130610,130840,し
483,0,130840,131014,ず
484,0,131010,131445,む
485,0,131445,131450,<silence>
486,0,131450,131546,よ
487,0,131546,131550,<silence>
488,0,131550,131640,し
489,0,131640,131642,<silence>
490,0,131642,131770,ん
491,0,131770,131992,か
492,0,131990,132177,い
493,0,132177,132180,<silence>
494,0,132180,132750,に
495,0,132750,136029,$echo
496,0,136029,138272,<silence>
497,0,138270,139201,$breathing
498,0,139200,142240,<silence>
499,0,142240,143448,$breathing
500,0,143448,155631,<silence>
501,0,155631,155917,$breathing
502,0,155917,155920,<silence>
503,0,155920,156140,ぬ
504,0,156139,156340,れ
505,0,156340,156510,て
506,0,156507,156720,き
507,0,156720,157784,づ
508,0,157780,158080,い
509,0,158080,159000,た
510,0,159000,159186,<silence>
511,0,159186,159385,$breathing
512,0,159385,159482,<silence>
513,0,159482,159739,ふ
514,0,159739,159740,<silence>
515,0,159740,160080,る
516,0,160080,160328,え
517,0,160328,160330,<silence>
518,0,160330,160668,る
519,0,160668,160670,<silence>
520,0,160670,160860,か
521,0,160860,160862,<silence>
522,0,160862,161074,ら
523,0,161070,161448,だ
524,0,161448,161777,$breathing
525,0,161777,161979,あ
526,0,161979,162179,ふ
527,0,162179,162346,れ
528,0,162346,162513,て
529,0,162513,162699,き
530,0,162699,162700,<silence>
531,0,162700,163881,ちゃ
532,0,164080,164998,た
533,0,164998,165100,<silence>
534,0,165100,165493,$breathing
535,0,165490,165740,ふ
536,0,165740,166108,な
537,0,166108,166110,<silence>
538,0,166110,166334,ぞ
539,0,166330,166690,こ
540,0,166690,166850,か
541,0,166850,167070,ら
542,0,167065,167480,だ
543,0,167480,167783,$breathing
544,0,167783,167950,あ
545,0,167950,168151,な
546,0,168151,168352,が
547,0,168352,168519,あ
548,0,168519,168718,い
549,0,168718,168720,<silence>
550,0,168720,169317,た
551,0,169317,169320,<silence>
552,0,169320,169496,ん
553,0,169496,169500,<silence>
554,0,169500,170020,だ
555,0,170020,170170,ざ
556,0,170170,170650,しょ
557,0,170650,170954,し
558,0,170954,171510,て
559,0,171510,171720,あ
560,0,171720,171722,<silence>
561,0,171722,172220,ど
562,0,172220,172455,し
563,0,172455,173022,て
564,0,173022,173189,な
565,0,173189,173480,お
566,0,173480,173956,せ
567,0,173956,174358,る
568,0,174358,174724,の
569,0,174720,175100,が
570,0,175100,175102,<silence>
571,0,175102,175830,き
572,0,175830,176100,み
573,0,176100,176592,し
574,0,176592,176960,か
575,0,176960,177326,い
576,0,177326,177693,な
577,0,177693,178460,い
578,0,178460,178461,<silence>
579,0,178461,179229,ん
580,0,179229,179962,だ
581,0,179962,180163,お
582,0,180163,180364,ね
583,0,180364,180531,が
584,0,180531,180600,い
585,0,180600,183530,しゅ
586,0,183530,184496,り
587,0,184496,185560,<silence>
588,0,185560,185817,$breathing
589,0,185817,185948,<silence>
590,0,185948,186150,お
591,0,186150,186336,ね
592,0,186336,186490,が
593,0,186490,186610,い
594,0,186610,189540,しゅ
595,0,189539,190320,り
596,0,190320,190708,$breathing
597,0,190708,190710,<silence>
598,0,190710,191540,さ
599,0,191540,191760,$breathing
600,0,191760,191925,ほ
601,0,191925,191930,<silence>
602,0,191930,192160,ら
603,0,192160,192162,<silence>
604,0,192162,192340,い
605,0,192340,192342,<silence>
606,0,192342,192470,ま
607,0,192470,192703,す
608,0,192700,195550,ぐ
609,0,195550,197078,に
610,0,197078,197371,<silence>
611,0,197371,197688,$breathing
612,0,197688,197752,<silence>
613,0,197752,197880,ふ
614,0,197880,198147,さ
615,0,198147,198150,<silence>
616,0,198150,198334,い
617,0,198330,198530,で
618,0,198530,198690,ね
619,0,198690,199816,ちゅ
620,0,199816,200050,し
621,0,200050,200850,て
622,0,200850,201318,$breathing
623,0,201318,201320,<silence>
624,0,201320,201660,ね
625,0,201659,202820,ちゅ
626,0,202818,203050,し
627,0,203050,203753,て
628,0,203753,203954,き
629,0,203954,204153,み
630,0,204153,204320,が
631,0,204320,204520,きょ
632,0,204520,204620,ふ
633,0,204620,204860,さ
634,0,204860,204863,<silence>
635,0,204863,205090,い
636,0,205090,205262,で
637,0,205260,205350,く
638,0,205350,205660,れ
639,0,205660,205762,な
640,0,205760,205832,い
641,0,205830,206020,と
642,0,206020,206022,<silence>
643,0,206022,206390,な
644,0,206389,206590,も
645,0,206590,206757,で
646,0,206757,207123,き
647,0,207120,207376,な
648,0,207376,207380,<silence>
649,0,207380,207720,い
650,0,207720,207954,か
651,0,207950,208070,ん
652,0,208070,208250,じ
653,0,208250,208404,て
654,0,208400,208583,る
655,0,208580,208860,そ
656,0,208860,208950,ろ
657,0,208950,209425,そ
658,0,209425,209592,ろ
659,0,209590,209709,げ
660,0,209709,209710,<silence>
661,0,209710,209790,ん
662,0,209790,210000,か
663,0,210000,210130,い
664,0,210130,210720,ち
665,0,210720,210946,だ
666,0,210946,210950,<silence>
667,0,210950,211080,い
668,0,211080,211260,じ
669,0,211260,211360,な
670,0,211360,211662,も
671,0,211662,211780,の
672,0,211780,212028,さ
673,0,212028,212340,が
674,0,212340,212596,し
675,0,212596,212800,に
676,0,212795,213163,か
677,0,213160,213382,な
678,0,213380,213720,い
679,0,213720,213940,だ
680,0,213940,214100,い
681,0,214097,214264,な
682,0,214264,214364,ゆ
683,0,214364,214664,め
684,0,214660,214830,の
685,0,214830,215060,た
686,0,215060,215337,び
687,0,215337,215340,<silence>
688,0,215340,215472,し
689,0,215470,215540,ん
690,0,215540,215770,せ
691,0,215770,216002,か
692,0,216000,216130,い
693,0,216130,216700,に
694,0,216699,216967,き
695,0,216967,217110,み
696,0,217110,217287,が
697,0,217287,217290,<silence>
698,0,217290,217370,い
699,0,217370,217605,な
700,0,217605,217610,<silence>
701,0,217610,217830,い
702,0,217830,217834,<silence>
703,0,217834,218001,と
704,0,218001,218401,い
705,0,218401,218568,み
706,0,218568,218570,<silence>
707,0,218570,218680,な
708,0,218680,218770,ん
709,0,218769,219135,て
710,0,219135,219140,<silence>
711,0,219140,219407,な
712,0,219407,219410,<silence>
713,0,219410,219730,い
714,0,219730,219998,か
715,0,219998,220000,<silence>
716,0,220000,220117,ん
717,0,220117,220120,<silence>
718,0,220120,220265,が
